uid,session_cnt,hotel_num,click_num,session_time,item_time,item_price,purchase_pct
007D4972-45D1-4ECA-BDD1-88357F6E5C4E,2,3.5,3.5,187.5,56.25,250.66666667,0
007DFA1F-DF86-4EC8-A2A4-CA6428C822FC,5,3.8,6.6,4749.4,476.34222222,454.99444444,0.4
008370F5-43C5-49C0-9296-574E0A0B072D,51,4.8431372549,6.5882352941,2543.3921569,389.40218376,927.38349678,0.1764705882
00A63130-4DB5-4B2A-83D2-608EB292ADF3,2,7.5,12,3333.5,170.94545455,225.09090909,0.5
00A833CF-76C0-47E4-B2DA-96F59E91393E,6,7.1666666667,13.333333333,3720.8333333,182.19438833,161.84135642,0.1666666667
00ABFE72-6591-49CD-B4C0-8275343CCCA6,3,2,3,1452.6666667,490.25,153.58333333,0.6666666667
00B7DDAF-AB62-4CAB-828A-13923B0C67E3,8,3.25,4.375,948.625,166.69352679,727,0
00BB19C1-8C8B-44C3-86D0-9B8F35376FD1,11,8.1818181818,15.909090909,4899.8181818,356.79791352,783.02742882,0.1818181818
00BF2FB1-6940-4EF5-A341-071E9E41E9E9,24,10.833333333,13.083333333,4033.9166667,317.4767619,353.30423003,0
00C07062-FCC3-48D2-8475-76A72F28C665,8,10,10.875,3160.25,169.85026432,245.60010961,0.25
00C2F021-188B-408F-B9DA-28330BD75688,5,3,3.8,1082.4,154.04,236.26,0
00CE34B9-36D3-4F6E-89E6-9FAA8813ECC1,16,7.8125,10,1643.5,100.13934491,202.89253394,0.125
00CEF716-0853-4F6F-85AA-74F7BCF31791,2,5,6,384,68.458333333,253.41666667,0
00D37CD2-D6FC-46A3-BFEF-3A7EBD36D5D8,8,4.375,6.25,2248.625,301.40364583,132.52321429,0.25
00D3A735-0590-47AE-9A73-A6C9B4BC6CA3,81,3.4691358025,4.975308642,2478.382716,402.06641689,180.48737905,0.2345679012
00D662B9-EA15-4FB7-A81E-B4D1B2BDA991,4,2,3.75,2706,422.9375,138.75,0.75
00DAF864-C204-4744-8275-50B00500A6F5,3,2.3333333333,2.3333333333,181.33333333,73.777777778,2002.8888889,0
00EDE62C-E263-4946-9DF0-6FC1FF86B4CE,9,5.7777777778,7.7777777778,2999.7777778,603.02579365,356.06462585,0.1111111111
01070BFF-D065-474F-AF0E-DDABD80394F4,1,3,3,3769,1256.3333333,161.33333333,0
010B35DD-206C-4754-BF6A-42E4E8618B8E,12,18,21.416666667,2704,171.07012677,545.78333333,0
01347FF4-A069-4C5E-8C06-AFAB10FCB01A,7,8,20.142857143,4882.5714286,254.02917234,415.16530612,0
01380FC4-B745-4866-9915-C971BF036679,8,1.5,3.875,1771,301.0625,150.79166667,0.25
014A56BD-F66E-49B8-ABD1-C3B207F723C6,3,4.6666666667,6.3333333333,921.66666667,110.12222222,162.45555556,0
014CB87F-1CF0-4F2D-81DA-DD2A927B294A,12,9.5833333333,10.5,1747.9166667,134.31689815,240.15714286,0.1666666667
014D47AB-9A2C-4FD7-B645-EEED111593EA,13,5.8461538462,9.6923076923,1835.6923077,89.942975738,525.3497336,0.1538461538
014F820E-FB00-4B9F-A3C3-0DB48592F3BD,171,5.1637426901,6.6257309942,3242.2748538,376.47040929,884.84995473,0.1578947368
0152A319-6F88-43E0-BD96-F61A5DBA5DED,16,6.4375,7.9375,1918.5,159.02659884,211.49015152,0
01573D74-ACFF-4E84-92B0-90EF6471EA2E,15,6.4666666667,10.8,3728.4666667,359.74955251,223.71150614,0.4
015D3464-07D6-4DFC-BD2E-E41ADC7B67A1,8,3.125,5.75,1931.75,401.79402778,218.63194444,0.625
015DD84B-25F7-4D82-9F9F-3609F6066522,3,3,3.3333333333,462,100.61111111,841.05555556,0
01647434-85A6-4D16-B3DE-F083F46BFD83,3,2.6666666667,4,1600.3333333,155.93888889,278.1,0.3333333333
01649BE7-54FE-4F5C-B71E-286C2B1EE3E8,18,3.4444444444,5.5555555556,3058.1666667,442.00987654,1178.3455882,0.5555555556
016BC530-6756-4443-A0CF-0AC0D326620C,25,2.2,2.8,898.16,253.757,730.00833333,0
01701E27-F1CF-41D0-BA03-ACD014E33655,2,9.5,17,4916,133.69907407,270.24537037,0.5
017A4290-B2E7-442A-9793-019FF1219645,8,3.5,4.25,1915.75,204.00473485,143.49242424,0.125
017CBFB9-9201-443D-8F1A-6F0ED0DBE8BD,7,2.1428571429,2.5714285714,232.57142857,81.257142857,380.1047619,0.1428571429
01A08C8A-ECAF-4494-BC72-E5A016328EF1,5,3.4,5.6,843,185.5047619,166.37142857,0.2
01A3697F-0CE6-4809-B4A3-0A1E16327CAB,4,4.75,5.75,639,78.697115385,372.72115385,0
01A84741-2180-488D-9524-0FC48544D419,11,6.9090909091,10.909090909,3845.6363636,362.37262224,411.8791427,0.6363636364
01B341BE-E533-4A47-8F7D-A43CA52E0593,8,10.25,15.625,3281.75,151.06433983,236.41766775,0.125
01C1C678-8BBB-490E-B310-2AA2177275DF,6,3.6666666667,4.6666666667,669.66666667,66.278282828,576.91666667,0
01C8407A-249B-4EB5-AFB9-14094222D728,6,4,8.3333333333,4583,603.67116013,1682.1013235,0.3333333333
01CC5F04-7686-4B6E-917A-7B62B0391015,7,5,5.7142857143,609.71428571,83.300091575,382.48985043,0
01D785D9-B392-4332-B876-42845306F8F8,36,3.1944444444,4.1666666667,1384.6388889,230.17937042,189.05749366,0
01D8F930-3194-4BC7-9A4A-B451100E9D8F,6,11.333333333,14.166666667,3167.6666667,164.85076923,530.73545584,0.5
01DC2D95-0AB7-4A23-ABEB-8F002375E5AB,6,3.8333333333,4,1117.8333333,245.77525253,460.38484848,0.1666666667
01E78B35-4E4C-4EB9-ABA1-E17B325D3E53,18,1.7777777778,1.9444444444,517.83333333,162.72037037,141.74814815,0
01F81B4F-EBAB-48E2-86C2-63F69641CD78,3,2.3333333333,3.3333333333,337.66666667,91.555555556,95.833333333,0.3333333333
01FF54E3-A976-4500-B928-8CDEC5AA20E8,11,7.7272727273,10.909090909,2949.3636364,129.79159174,926.52786081,0.1818181818
0207581F-F43D-45F9-A40A-D84807EA686F,1,21,22,1019,46.547619048,1349.1428571,0
020B93B8-383E-42BD-B03F-2D875797A644,4,2.5,3.5,1265.5,208.86875,371.5,0.25
020EA9C8-5C95-4448-8DEA-3BB1A8F978F1,6,14.333333333,15.5,2740.1666667,113.97904221,311.99645725,0.3333333333
02131428-F55B-4326-9084-5369AE17882B,113,4.8230088496,7.4159292035,2634.0265487,306.48082104,516.43133305,0.6637168142
0218C211-7B2C-416F-BFFB-A1041386266F,31,3.3225806452,5.8709677419,1856.6774194,216.53176226,1288.7538864,0.1290322581
02208F13-0EAE-4AFC-8250-5156500CC4DE,25,3.04,5.08,2631.76,335.93530392,533.97231452,0.32
0224CB17-6D04-4643-9D6B-04122495DEF1,1,9,9,215,23.888888889,171.33333333,0
022AEBEB-D376-4CF4-B65D-0B88E455CB17,2,4.5,7.5,675,62.671875,981.4375,0
0234EB0B-72E5-4A6A-A23B-FF232A707A10,24,2.4166666667,3.0416666667,1778.7916667,298.30069444,662.3531746,0.0833333333
023CB4FD-62B2-4CD8-98AD-27B9D71D712E,65,6.1846153846,8.9230769231,3013.2153846,257.40030527,710.18714008,0.0923076923
024BF570-FDA6-44EF-A7BC-A300B06B2EBC,3,11.333333333,14.666666667,1009.6666667,68.700617284,173.34391534,0
02544059-97F3-441D-938C-621EC2157F59,11,3.6363636364,6.3636363636,1177.9090909,220.69587252,165.42857143,0.2727272727
025C5917-7DB5-4E86-8251-57591C85CAFB,12,4.4166666667,5.9166666667,2380.5,363.99011243,222.34,0.4166666667
025EE00D-6570-467A-8CA3-D1F239BA8D13,5,5.8,6.6,1610.6,156.46573427,110.93892774,0
02629E6D-0065-47B1-B870-68279F37EB23,1,1,1,60,60,137,0
02722B6C-C233-4584-9B52-D3CD28E21353,1,1,1,60,60,1002,0
02757543-9112-43D8-A7A9-0C53384DD065,17,3.7647058824,6.0588235294,2856.5882353,220.10394858,226.98578431,0.1176470588
02808F57-0316-4344-B1EA-D719C04EA889,4,2.75,3.25,127.25,42.525,178,0
028D0776-551F-46B0-B089-021898CE4D8A,5,1.2,1.8,115.8,61.55,105.4,0
029294B8-D90B-458A-9F0E-48FF19254F1A,1,1,1,60,60,158,0
02A7BAB3-EA27-4789-8DE1-A9630AC03919,4,3.75,11,1984.25,131.15573593,1228.25,0
02AC91B8-A041-4523-B6BD-FC6BC00B68A0,42,2.9523809524,5.5714285714,2249.7619048,277.11221365,368.28161765,0.119047619
02AEA12C-15E8-4F51-A859-298CF2BF93BB,41,3.1219512195,5.3414634146,3604.6585366,626.49339334,100.40809524,0.243902439
02B4B8DD-4F7A-4331-864E-3B84DFD18072,13,4.5384615385,5.4615384615,1487,278.93554377,118.27976506,0.3076923077
02B526F3-5FEC-41BB-9A27-20421957191F,3,4.6666666667,11.333333333,2160,110.76693122,350.76296296,0
02C7352B-12C2-4D42-AC28-493FFDDAA568,2,2,2,74,44.666666667,127.83333333,0
02C7D0F1-4421-45E6-A034-4BFB1D9F3349,5,2.4,3.4,997,274.26666667,124.8,0.6
02CD9D7E-8CDA-4F73-A1D8-BD1A34E5DCFF,7,3,5.7142857143,3480.8571429,469.75198413,54.130952381,0.4285714286
02D2D8B8-118C-437C-BEFC-9B371140EDCD,4,26,34.5,4336.75,307.60829014,205.32760407,0
02D87394-963F-4561-B8E3-D25889320DBD,18,4.3888888889,5.1111111111,1363.7777778,294.05686813,173.48932342,0.2222222222
02DD4AE1-ADD6-453B-8F93-FDCBEFB98B6D,1,1,1,60,60,355,0
02E0A5CF-77C7-4EB5-B857-3D9C578B1EBF,18,2.7222222222,3.5,2060.9444444,417.12652116,399.50436508,0.2222222222
02ECB5A2-962E-4DDC-AC34-768CB8802D9C,13,8.8461538462,12.076923077,3075.8461538,133.88806197,592.90790853,0
02FCD7C6-EAC8-4469-AE1A-A9C6B7182E2B,8,9.25,10,1886.5,178.15320166,90.924089105,0
030DD155-1AD3-49C4-9FD6-79D513545A8F,17,2,2.7058823529,1642.3529412,375.61309524,335.21520147,0.3529411765
03125603-A33C-4931-BF75-48A2486BD07A,3,4.3333333333,5.3333333333,1827,355.70555556,262.9,0
0324BC14-573D-4621-8583-ACA040626964,35,2.9428571429,4.2857142857,1198.4285714,208.81456916,414.21666667,0.2
03331FAC-148F-4FB6-B426-0729CE8E3F73,23,7.1304347826,8,2760.7826087,232.87976622,355.92805335,0
033357A5-151C-4E57-B938-486B50912E17,33,5.4545454545,8.0909090909,3209.4848485,381.70837724,308.22585921,0.3636363636
033435A9-AC06-40DE-A54A-A24C51EA9E4C,21,3.9047619048,4.5714285714,1264.4761905,249.981676,1135.46875,0.0476190476
033A4F19-73CA-4CDC-B597-56B37C7A67C0,2,5,5.5,317,53.875,122.4375,0
033AC32A-7ECC-4276-90A9-CC014151F56C,16,4.25,7.1875,3768,307.57177919,1045.1875,0.0625
033C2E20-3F80-4C8D-BE93-A081688055D0,14,15.642857143,19.928571429,3810.2142857,142.9289567,371.76288645,0
03465750-8776-419E-8159-1449348FD025,5,1,1.2,87.4,67.7,650,0
03579FD0-0172-4371-8B7A-7C8EDCAF7691,1,14,23,657,23.505952381,276.64285714,0
0368EBF0-4741-477B-80D9-D66482AD5D80,5,1.6,1.6,818.4,301.36666667,156.33333333,0.6
0368F046-ACDB-4A68-B32A-AE2712CA6B1B,47,9.6170212766,12.70212766,4071.6382979,282.56706758,129.8845596,0
036BE379-1500-4F69-BB9E-6CE16E16EBA4,3,4.6666666667,5,498.33333333,85.75,199.68333333,0.3333333333
036CA220-F650-4C9D-AA7E-A3281EBFB7C7,12,3.6666666667,7,1795.5833333,96.286047729,1063.8510218,0
0372FB77-40F7-4722-B044-FF0BD21B969C,3,3.3333333333,3.6666666667,1084.3333333,273.71666667,207.53333333,0
0379BE10-0468-4067-A16D-8CAE5339DE54,33,6.1212121212,8.7878787879,3828.5757576,388.39982944,72.357177033,0.2424242424
037D0F3B-C615-41DC-8911-799C053F0FAA,4,4.75,6.5,2333.75,343.17777778,208.25,0
038235AB-92A1-4073-8D5F-9EE13B3BD17F,7,2.1428571429,2.7142857143,782.14285714,181.69642857,674.19047619,0
03870327-25FA-45A3-94DD-C8839A83110B,7,3.2857142857,4.5714285714,566.71428571,90.442857143,164.525,0.1428571429
03875750-FB9D-4A50-87E6-3CEB620B3935,5,5,5.8,2161.8,299.66,321.28333333,0.2
038BA798-058E-4897-B3A8-6A6E161BABAC,10,2.4,4.5,2280.5,273.40267857,309.81666667,0.2
03904CBC-5AF0-438A-B37A-CD5301E91F4C,1,1,1,60,60,193,0
039C8135-D30F-4FFF-9FBD-93F5ACE1070C,4,11,14.5,4134,321.21319444,201.34794444,0.25
039EDFB0-7FB2-45C4-9632-017D0D064A52,7,2.1428571429,2.7142857143,1604.4285714,339.23809524,190.97916667,0.2857142857
03B4F5FB-73E9-43A3-B9F9-988123FD8200,5,8,10,3682.6,256.49404762,245.8139881,0
03B72783-746D-4902-AA62-1F8431BAE076,6,2.1666666667,4.1666666667,4545.8333333,753.95793651,199.93333333,0.1666666667
03BA201B-1B8D-431F-B5D5-F10D41253370,9,4.8888888889,6.1111111111,2551.4444444,679.58373016,64.641005291,0.4444444444
03C32B89-C31A-4B3C-93FB-2B62C7409785,4,2.5,3.25,427.75,124.30208333,681.33333333,0.25
03E603E8-3D54-499C-B87D-8F2A73BF744C,15,4.8666666667,7.2,2417.9333333,286.69697639,344.71709091,0.2
03E9398D-368E-4678-9BD5-5C6381B53B53,11,4.3636363636,6.4545454545,2026.9090909,250.08067211,408.35198135,0.1818181818
04026E80-ADBD-4F4A-96ED-621D28F3018B,16,8.125,10.5625,2284.25,323.71158661,219.91172281,0
04048B4C-EDB4-40B7-83F4-D45E880A7622,16,15.3125,26.0625,3997,253.00882717,316.1862448,0.3125
0406C44B-7741-49FB-B444-0D3F59B580C8,1,18,26,2205,107.77777778,1242.0555556,0
0407E9E1-F9CA-4523-A667-67BFDE4AA5A4,13,1.9230769231,3.0769230769,1230.5384615,400.60042735,1450.7566667,0.1538461538
04088ED6-B0DA-4DB5-AFB9-F85B01E9102A,7,4.1428571429,5,494.14285714,97.560714286,166.29666667,0.2857142857
040E50C7-9957-472E-8828-AE67E26618DD,5,2,4,2013.6,645.79,160.64133333,0.6
041C2E3E-0E50-4AD4-B23A-661B9C3A02A9,7,4.1428571429,6.2857142857,2441.5714286,165.44101732,418.16666667,0
041DE48A-4D5C-4A18-A309-CC0BF3022820,41,1.4146341463,2.2195121951,707.09756098,210.22594851,117.17682927,0.6097560976
042405E2-4787-4276-9919-6D40CDAD354E,8,3.375,4.625,899,149.05542929,453.94733045,0.125
042EC612-4434-48CD-A3A5-62C5643A8481,5,5.4,7.4,4268.4,317.79333333,733.75,0.2
04351F09-1FC8-497A-8AFE-C25066887054,1,44,55,2443,44.484848485,468,0
0447DA62-162D-4F00-B5E5-AFB87F864966,5,7.6,9.2,2980.6,212.63633333,407.15766667,0.8
0450D90A-635E-4F17-8775-122CB04DD2A1,5,2.6,3.4,374.8,91.9125,418.775,0.2
04560499da10,24,2.6666666667,3.8333333333,1824.4166667,462.84837963,1350.2899306,0
0459E8A7-FB56-47B5-8E4A-7475CBB770F5,1,2,2,78,39,507.5,0
0467CBA0-332A-4E3D-9C3C-19836E7AAB2E,31,5.6129032258,7.7419354839,1865.5483871,189.3422648,427.96645701,0
046D473B-7393-4D96-B95E-5AD456C2B82E,7,1.2857142857,1.8571428571,430.57142857,214.79761905,1993.375,0
046DB0DE-2D1E-41C7-ADEA-48B20D606FB9,12,2.3333333333,2.9166666667,417.91666667,112.23611111,1483.2833333,0
046E6F12-8B14-4C51-AF14-88EA7403C04C,2,9.5,14.5,1749.5,99.036111111,58.5,0
046FA3EB-61BE-4EBA-A83B-ECBE487AA305,32,2.28125,4,2511.8125,505.52049541,265.59001736,0.46875
04846E0A-C46F-4BF9-9FB9-BC1DABDB93EA,24,2.25,2.7916666667,1042.5833333,435.47889957,169.717,0.125
049004A5-CC6F-4905-ADC5-9C62FD688A9E,4,6.5,9,3170.5,736.23402778,137.7,0
049E5CAF-4A4D-4EDE-B763-5CFE77902593,2,6,10,2768,526.1325,223.949,0.5
04A5E57C-63BE-4EB3-8323-AD39375F5A65,5,4,4.2,234,58.515,443.125,0
04A90330-3346-4E79-82A8-E6396918D135,5,6,8,2064.6,156.58209707,105.071337,0
04AAD82A-E57B-43A9-A984-61AB4B2BB70A,3,1.3333333333,1.3333333333,84.333333333,62.166666667,90,0
04B497F0-ADEF-4FD9-8BFD-64999C6B2FB2,24,2.3333333333,2.75,986.16666667,227.94027778,496.55833333,0.2083333333
04B9E83D-B3EB-41DE-A66F-2DF990928485,4,1,1,60,60,76,0
04BB124D-9476-42F7-BF18-17BF472CF092,3,9.3333333333,11,4658.3333333,332.62121212,220.18282828,0
04BF6864-4B46-496A-80D0-78154E500758,16,4.375,6.3125,2979.3125,419.10074405,574.49074074,0.125
04C1DE5D-145E-4020-8AF0-E6FDC62FD6B2,29,2.5172413793,3.5517241379,1511.6206897,331.63226285,192.08127289,0.724137931
04C9DB8B-BBDC-40B1-954A-BD77DFFB1BEC,8,3.625,6.25,2650.625,445.46328125,436.07131944,0.125
04CF6E7B-2FFD-4DBF-B893-C1A9D662E459,6,8.6666666667,11.333333333,2822.8333333,216.71042347,437.64099946,0
04D3C5DA-C8B8-48D7-9418-79E93486C176,4,3.5,3.5,955,171.86607143,152.89285714,0
04D6BBC0-0B29-4E67-8512-F6E1E34AF0C9,6,2.3333333333,4,1769.8333333,249.95277778,730.97777778,0
04DE60B9-0C6A-4126-A38C-222CB150376F,4,10,15,2495,178.51309524,259.08571429,0.25
04E29D5F-2C9E-4DC2-9D67-972FBA50D918,19,5.7894736842,7.1052631579,3114.9473684,508.14194076,746.97111843,0.1578947368
04E54367-070D-424D-A120-A7C78DEC82AE,7,2.5714285714,2.8571428571,357.42857143,77.727272727,385.59090909,0.1428571429
04E808C9-C53E-46A4-BFC1-4433F580E497,27,3.962962963,6.1111111111,1569.962963,188.2069028,184.88988095,0.1481481481
04F164D8-466D-42A5-A5A8-36DBE9E03D11,2,6,7.5,2307.5,207.79285714,321.52857143,0
04F86C73-BC5C-41E3-9F64-E7EA87154969,21,5.5238095238,7.3333333333,1723,259.84553992,866.36382576,0.0952380952
04FB7CD1-18B5-4EF5-9E61-C82079E3345A,8,2.875,3.875,1558.125,290.5375,150.86458333,0.375
04FC1826-2DF8-473D-ABD4-4443916FCE43,11,8.5454545455,12.181818182,2820.9090909,457.38385795,337.0714184,0
05094A3C-A6AB-45CE-80B4-6C861288AE46,1,6,8,804,107.44444444,988.16666667,0
050C6133-7492-405B-9775-101D1E374CD1,1,2,2,185,92.5,92,0
050E69EA-E179-4902-BFC0-9A1F2B561BCA,15,3.7333333333,4.8,1364.6,228.32728395,281.83465608,0.1333333333
0515E185-9745-4A0D-B7BA-151D39BB7306,19,2.7368421053,3.9473684211,1892.4210526,332.28204887,303.21875,0.4210526316
05226DD6-1EB3-47C9-B548-48AC91731474,41,3.3414634146,4.2682926829,2008.1463415,384.54862091,414.79214286,0.2682926829
05274FD6-0F96-453A-835C-31A71E808F72,8,2.5,3,718.375,190.3375,759.55208333,0
052BE28D-DB19-4307-9522-9D6D927F7A14,4,1.5,2.25,489,213,370.125,0
052CA9CB-1EE8-4C88-9A3C-EE0F07BF7E1E,4,4,4.5,1879.25,342.81944444,730.73611111,0
052E681D-151E-48D1-A4A5-F292AF66E3D9,4,5.75,9.25,1517.25,133.00694444,145.70833333,0.25
052F7395-0237-4766-86B9-4600DA7C6EFC,3,2.6666666667,3,1333,441.69444444,884.66666667,0
053723FE-3E24-46C0-B79B-E0AA19B90533,4,1,1.25,597.75,321.375,1155.25,0
05450535-D1AB-40BA-B5D7-CD7D7B0A2047,7,3,4.1428571429,1644.5714286,154.61904762,849.96428571,0.1428571429
05451303-6B8A-4552-BDCF-15B3B2B299A7,5,1.2,1.8,854.8,248.95,1066,0
054B11F7-E882-4B57-9465-E0314EB70532,1,4,6,3939,949.875,225.75,0
0555BA73-371E-4C05-8BAE-D0A7E08BE292,3,11,13.333333333,483,35.95,427,0
055C702C-7601-4EFD-8CD9-DC5256468D3B,8,4.25,6.5,2586.25,268.17459364,297.68159341,0.125
05615ABA-021C-4214-8371-7F27D2F16BE6,10,16.8,21.5,4629.5,234.18657728,180.78377338,0.3
0571DFC4-C22C-47CF-8539-DBD7F0CC174B,2,4.5,5,941,192.075,356.425,0
05767D38-4459-4F76-9660-D8DDB1172936,4,1,1.75,1434.75,650.75,251.75,0.25
057C891B-9C2A-4E81-AB3C-68E0D6F7AD22,4,1,1.5,277.75,122.58333333,346,0
057D577A-24DA-46AF-BE1B-BDF63A4CC334,8,1.5,2,1029.375,341.125,556.33333333,0.5
05808A59-0D7D-4D52-ABFC-5EEF521A51FD,13,10.615384615,16,3427.4615385,170.28942907,286.41557018,0
05809AE5-729D-4122-B283-B69100870769,34,2.5294117647,3.4117647059,942.58823529,147.07822712,337.09567901,0.4411764706
05845893-0B82-48BA-8C9D-CAB41CC11856,3,1,1,60,60,114.66666667,0.3333333333
05872EB8-116E-44F8-BFA4-AC5C5AEFF307,24,3.625,6.0416666667,3281.1666667,313.68982568,312.95959596,0.25
05903989-DB76-4D9F-95C5-3A0E2348D0A6,48,1.5,2.2291666667,2056.5625,436.91443452,151.22835637,0.3333333333
0595CF3C-A46A-4484-9602-A7525A55A042,5,8,8.8,756.2,89.473846154,474,0
05987C65-090D-4545-A3D0-6FC0AAF5B157,65,2.4153846154,3.1692307692,1611.1692308,393.19444444,1589.3190476,0.0923076923
05A1488F-2CB2-49E3-8807-5687F09259DB,11,2.1818181818,3.0909090909,868.36363636,192.98647186,275.6991342,0
05A1C79D-6169-4439-B921-F698F22C8C59,14,3.4285714286,4,1503.5,226.27487245,222.81696429,0.0714285714
05A3AD57-7030-4783-8E52-79049770BE6D,5,4.2,5.6,806.2,185.26363636,208.55113636,0.4
05A890A6-D32B-4C72-A66A-A95197163FD7,62,6.3548387097,8.2258064516,2826.3548387,317.34642254,546.78664357,0.0161290323
05A9DBEC-2698-451F-BA24-0545EBEEE7D1,45,1.6666666667,2.5111111111,1425.6888889,479.17537919,739.61538624,0.0666666667
05AC359A-43BE-42C9-8E2E-F857FE20323F,11,8.4545454545,12.272727273,1435.2727273,179.67250602,285.58611111,0
05AD0B21-C760-4D03-9E86-1D31F95D2354,1,3,3,201,67,298.33333333,0
05BE9BD4-E7DB-44F0-B6C3-0BB9225F5994,20,2.25,3.8,2096.5,338.83013889,259.7985,0.5
05C6B793-E023-47DB-AA9F-A5778EBA21D4,16,2.0625,2.625,906.125,215.86848958,581.89583333,0
05C753DD-5952-4F89-AED0-54CD6901E678,1,1,1,60,60,127,0
05C8A923-EF5F-4716-8380-D1E1A99FB8B1,2,2.5,2.5,201,72.75,182.75,0
05CA70C3-B2BD-4357-B2DE-758042FC3AB3,2,1.5,2.5,226.5,69.25,214.75,0
05CFF711-FD47-4D98-A5A7-D6D8F7A2990A,9,2.2222222222,2.3333333333,168.88888889,70.268518519,629.07407407,0
05D0F410-515F-4C4C-A2C4-7FEEC8D5A361,11,2.8181818182,4.7272727273,2200.9090909,292.25883838,609.7827381,0.0909090909
05E1B8AE-15ED-48D0-BA52-950879B050DD,6,4.3333333333,6.8333333333,2796.3333333,310.51851852,166.22592593,0.1666666667
05E80D90-3968-48AB-8006-8A9DF87D2D81,25,5.92,8.24,3031.8,272.71864127,391.04291819,0.04
05EBBB13-92D4-4737-B8DE-CABDB5F336B2,3,1.3333333333,2.6666666667,839.66666667,400.77777778,379.83333333,0.3333333333
05F8EE26-ADA7-48B1-9EE9-80C1716FD62E,10,2.3,2.6,1084.2,299.89166667,179.17857143,0.1
0612F619-AF27-4930-AB86-8163B6488CED,6,5.1666666667,7.5,1317,142.88503086,195.77777778,0
061615B3-7846-4DC7-ADE3-1F1A8AB41F0B,7,4.2857142857,5.8571428571,1677.8571429,373.84423077,53.38021978,0.4285714286
062074A3-4255-4262-AED0-4B17BABCB94F,1,3,6,385,64.166666667,368.33333333,0
06381CCA-D135-4A03-BA78-101BF3552C61,1,3,3,117,39,488.66666667,0
065CBF8C-4204-4990-8A78-2829A357EC95,3,3.3333333333,4.6666666667,850.33333333,92.902777778,1130.5833333,0
065D82E9-6668-4ED0-920B-5D527FDEDE43,1,3,4,237,55.5,119.66666667,0
065EBF43-9EF7-4B34-A8C7-63DA71CD8537,5,1.4,2.4,1497.6,471,2415.5,0
066161C1-156C-4EB5-BC73-99C356FD4600,17,2.9411764706,3.5294117647,515.58823529,83.037528648,386.61538462,0.2941176471
0668595E-5099-428C-ACC9-E23FB91AE3D9,28,3.75,5.25,3250.8571429,556.40088468,343.65704776,0.3214285714
066D9117-1D10-4A0A-BBF0-B01B32116806,16,2.25,2.8125,639.0625,105.05208333,650.66025641,0.25
06757C5B-6880-4AD0-8073-167E103D594D,3,1.3333333333,1.3333333333,71,55.5,1294,0
067C9959-9BA1-4656-8153-3C74F51978C7,9,3.7777777778,5,1781.2222222,204.93592005,402.23439153,0.3333333333
06826149-EAD2-49CD-BB70-6558C84335B9,14,3.6428571429,6.7142857143,2728,127.94580853,408.63095238,0.2857142857
